postid,postyear,postdate,en_title,en_pageid,ar,ar_pageid,ar_title,zh,zh_pageid,zh_title,es,es_pageid,es_title,topic,category,updated_topic
2566,2017,15-Jan,Jimmy Snuka,1555946,TRUE,2887782,جيمي سنوكا,TRUE,4040854,吉米·史奴卡,TRUE,1463940,Jimmy Snuka,5,Person,2
2567,2017,14-Jan,2017 Patna boat accident,52872771,TRUE,3409568,حادث قارب باتنا 2017,FALSE,,,FALSE,,,0,Other,5
2569,2017,13-Jan,William Peter Blatty,577658,TRUE,3405008,ويليام بيتر بلاتي,FALSE,,,TRUE,817418,William Peter Blatty,5,Person,2
2570,2017,13-Jan,"Antony Armstrong-Jones, 1st Earl of Snowdon",266028,TRUE,4338817,أنطوني أرمسترونغ جونز,TRUE,1758493,第一代斯诺登伯爵安东尼·阿姆斯特朗-琼斯,TRUE,4610808,Antony Armstrong-Jones,5,Person,2
2572,2017,12-Jan,Graham Taylor,611132,TRUE,121229,غراهام تايلور,TRUE,1729092,格拉咸·泰萊,TRUE,6386039,Graham Taylor,5,Person,2
2573,2017,11-Jan,Addis Ababa–Djibouti Railway,46919524,TRUE,3407432,سكة حديد أديس أبابا - جيبوتي,TRUE,1724589,亚吉铁路,TRUE,7791231,Ferrocarril Adís Abeba–Yibuti,6,Society and social science,1
2574,2017,10-Jan,Oliver Smithies,4215082,TRUE,234528,أوليفر سميثيز,TRUE,637575,奥利弗·史密斯,TRUE,1222683,Oliver Smithies,5,Person,2
2575,2017,10-Jan,Roman Herzog,299310,TRUE,998464,رومان هيرتسوغ,TRUE,633792,罗曼·赫尔佐克,TRUE,282529,Roman Herzog,-1,None,6
2576,2017,9-Jan,January 2017 European cold wave,52818631,TRUE,3401638,موجة البرد الأوروبية (يناير 2017),TRUE,5555760,2017年1月欧洲寒潮,TRUE,7733940,Ola de frío en Europa de enero de 2017,3,Science and nature,1
2577,2017,9-Jan,Michael Chamberlain,973735,FALSE,,,TRUE,6099228,迈克尔·张伯伦,FALSE,,,5,Person,2
2578,2017,8-Jan,74th Golden Globe Awards,49064276,TRUE,3399374,حفل توزيع جوائز الغولدن غلوب الرابع والسبعون,TRUE,5406830,第74屆金球獎,TRUE,7216664,Anexo:Premios Globo de Oro de 2016,5,Art and culture,2
2580,2017,6-Jan,Tilikum (orca),26382213,FALSE,,,TRUE,5263096,提利康 (虎鯨),TRUE,4415341,Tilikum,-1,Science and nature,6
2583,2017,3-Jan,John Berger,1450871,TRUE,4907893,جون بيرغر,TRUE,5553810,约翰·伯格,TRUE,753542,John Berger,5,Person,2
2585,2017,1-Jan,Tony Atkinson,4378079,FALSE,,,TRUE,3068638,东尼·阿特金森,FALSE,,,5,Person,2
2587,2017,26-Feb,89th Academy Awards,49329502,TRUE,3246646,حفل توزيع جوائز الأوسكار التاسع والثمانون,TRUE,5278638,第89屆奧斯卡金像獎,TRUE,7319210,Anexo:89.º Premios Óscar,5,Art and culture,2
2590,2017,26-Feb,Bill Paxton,303960,TRUE,326866,بيل باكستون,TRUE,3991024,比爾·派斯頓,TRUE,1008231,Bill Paxton,5,Person,2
2592,2017,25-Feb,Neil Fingleton,12139560,FALSE,,,FALSE,,,TRUE,7803661,Neil Fingleton,-1,None,6
2593,2017,24-Feb,Al-Bab,10481683,TRUE,193622,الباب (حلب),TRUE,2888554,巴卜,TRUE,4159958,Al-Bab,0,Geography and place,5
2594,2017,24-Feb,Battle of al-Bab,52265488,TRUE,3354304,معركة الباب,TRUE,5565935,巴卜之戰,FALSE,,,0,Society and social science,5
2597,2017,22-Feb,TRAPPIST-1,50402274,TRUE,3461144,TRAPPIST-1,TRUE,5316595,TRAPPIST-1,TRUE,7397507,TRAPPIST-1,6,None,1
2600,2017,20-Feb,Vitaly Churkin,5491719,TRUE,2186859,فيتالي تشوركين,TRUE,5593068,維塔利·丘爾金,TRUE,6267281,Vitali Churkin,5,Person,2
2601,2017,20-Feb,2017 South Sudan famine,53250322,TRUE,3458802,مجاعة جنوب السودان 2017,FALSE,,,TRUE,7889277,Hambruna de Sudán del Sur de 2017,-1,Other,6
2603,2017,17-Feb,Robert H. Michel,1228869,TRUE,3905690,هنري ميشيل (سياسي),FALSE,,,FALSE,,,5,Person,2
2604,2017,16-Feb,2017 Sehwan suicide bombing,53209250,TRUE,3454740,تفجير سيهون 2017,FALSE,,,TRUE,7819997,Atentado de Sehwan de 2017,0,Other,5
2607,2017,13-Feb,Ricardo Arias Calderón,36879964,FALSE,,,FALSE,,,TRUE,1442559,Ricardo Arias Calderón,5,Person,2
2609,2017,12-Feb,Ren Xinmin,53174290,FALSE,,,TRUE,510021,任新民,FALSE,,,5,Person,2
2610,2017,12-Feb,70th British Academy Film Awards,49438909,FALSE,,,TRUE,5548030,第70屆英國電影學院獎,TRUE,7730675,Anexo:Premios BAFTA 2016,5,Art and culture,2
2611,2017,12-Feb,"German presidential election, 2017",52245535,FALSE,,,FALSE,,,TRUE,7728725,Elección presidencial de Alemania de 2017,1,Society and social science,3
2612,2017,11-Feb,Fab Melo,35388637,TRUE,2614024,فاب ميلو,FALSE,,,TRUE,5292168,Fab Melo,5,Person,2
2615,2017,8-Feb,"Somali presidential election, 2017",52005688,TRUE,3440543,الانتخابات الرئاسية الصومالية 2017,FALSE,,,FALSE,,,1,Society and social science,3
2616,2017,8-Feb,Mohamed Abdullahi Mohamed,29194095,TRUE,941996,محمد عبد الله محمد,TRUE,5608872,穆罕默德·阿卜杜拉·穆罕默德,TRUE,4073773,Abdullahi Mohamed,1,Person,3
2619,2017,7-Feb,Richard Hatch (actor),524630,TRUE,5027848,ريتشارد هاتش,FALSE,,,TRUE,2631858,Richard Hatch,5,Person,2
2621,2017,6-Feb,Joost van der Westhuizen,1748767,FALSE,,,FALSE,,,TRUE,6845792,Joost van der Westhuizen,5,Person,2
2623,2017,5-Feb,Super Bowl LI,37412403,FALSE,,,TRUE,5578508,第五十一届超级碗,TRUE,7281647,Super Bowl LI,2,Sports,4
2624,2017,5-Feb,2017 Africa Cup of Nations,29028116,TRUE,946397,كأس الأمم الأفريقية 2017,TRUE,5548975,2017年非洲國家盃,TRUE,4453002,Copa Africana de Naciones 2017,2,Sports,4
2626,2017,4-Feb,Bano Qudsia,3781766,FALSE,,,TRUE,5972606,宝莱娜·卡德赛,FALSE,,,5,Person,2
2630,2017,1-Feb,Desmond Carrington,2306817,FALSE,,,TRUE,6102663,德斯蒙德·卡林顿,FALSE,,,5,Person,2
2631,2017,31-Mar,James Rosenquist,306480,FALSE,,,FALSE,,,TRUE,1326588,James Rosenquist,5,Person,2
2632,2017,31-Mar,Gilbert Baker (artist),24924659,TRUE,3545330,جيلبرت بيكر,TRUE,5632176,吉爾伯特·貝克,TRUE,5850140,Gilbert Baker,5,Person,2
2634,2017,29-Mar,United Kingdom invocation of Article 50 of the Treaty on European Union,51221487,FALSE,,,FALSE,,,TRUE,7861051,Invocación del artículo 50 del tratado de la Unión Europea por el Reino Unido,-1,None,6
2635,2017,28-Mar,Ahmed Kathrada,1126950,TRUE,3541233,أحمد كاثرادا,FALSE,,,TRUE,7859938,Ahmed Kathrada,5,Person,2
2636,2017,26-Mar,"Hong Kong Chief Executive election, 2017",38740284,TRUE,3540892,انتخابات الرئيس التنفيذي لهونغ كونغ 2017,TRUE,682973,2017年香港特別行政區行政長官選舉,FALSE,,,1,Society and social science,3
2637,2017,26-Mar,Carrie Lam,18592548,TRUE,3541225,كاري لام,TRUE,377292,林鄭月娥,TRUE,7855291,Carrie Lam,1,Person,3
2638,2017,23-Mar,William H. Keeler,1483316,FALSE,,,TRUE,5283990,威廉·亨利·基勒,TRUE,5903451,William Henry Keeler,5,Person,2
2639,2017,22-Mar,International Cloud Atlas,23552323,FALSE,,,TRUE,5741019,國際雲圖,TRUE,6639880,Atlas Internacional de las Nubes,6,None,1
2640,2017,22-Mar,World Meteorological Organization,33584,TRUE,449017,المنظمة العالمية للأرصاد الجوية,TRUE,18677,世界气象组织,TRUE,44632,Organización Meteorológica Mundial,6,Society and social science,1
2642,2017,22-Mar,2017 World Baseball Classic – Championship,53195654,FALSE,,,TRUE,5574601,2017年世界棒球經典賽決賽,FALSE,,,2,Sports,4
2643,2017,22-Mar,2017 Westminster attack,53565652,TRUE,3534517,هجوم وستمنستر 2017,TRUE,5623251,2017年西敏襲擊,TRUE,7843265,Atentado de Westminster de 2017,0,Other,5
2644,2017,21-Mar,Yves Meyer,2096465,TRUE,3533791,إيف ماير,TRUE,5627505,伊夫·梅耶尔,FALSE,,,2,Person,4
2645,2017,21-Mar,Abel Prize,159285,TRUE,1308182,جائزة أبيل,TRUE,69215,阿贝尔奖,TRUE,56330,Premio Abel,2,Art and culture,4
2647,2017,21-Mar,Martin McGuinness,415632,TRUE,3175078,مارتن ماكغينيس,TRUE,542583,马丁·麦吉尼斯,TRUE,1804713,Martin McGuinness,5,Person,2
2648,2017,20-Mar,Robert B. Silvers,3497106,FALSE,,,TRUE,5623126,羅伯特·史威爾斯,FALSE,,,5,Person,2
2649,2017,20-Mar,David Rockefeller,659333,TRUE,3532304,ديفيد روكفلر,TRUE,5622425,大卫·洛克菲勒,TRUE,637835,David Rockefeller,5,Person,2
2651,2017,18-Mar,Chuck Berry,45964,TRUE,517550,تشاك بيري,TRUE,1044239,查克·贝里,TRUE,85084,Chuck Berry,5,Person,2
2652,2017,17-Mar,Derek Walcott,8945,TRUE,361517,دريك والكوت,TRUE,435480,德里克·沃尔科特,TRUE,30186,Derek Walcott,5,Person,2
2655,2017,15-Mar,"Dutch general election, 2017",35591559,TRUE,3523063,الانتخابات التشريعية الهولندية 2017,TRUE,5603082,2017年荷蘭大選,TRUE,7463538,Elecciones generales de los Países Bajos de 2017,4,Society and social science,3
2656,2017,15-Mar,"Dutch general election, 2017",35591559,TRUE,3523063,الانتخابات التشريعية الهولندية 2017,TRUE,5603082,2017年荷蘭大選,TRUE,7463538,Elecciones generales de los Países Bajos de 2017,4,Society and social science,3
2662,2017,12-Mar,2017 Dutch–Turkish diplomatic incident,53463208,TRUE,3524057,الأزمة الدبلوماسية التركية الهولندية 2017,TRUE,5616092,2017年荷蘭-土耳其外交風波,TRUE,7832614,Incidente diplomático entre Turquía y Países Bajos de 2017,0,Society and social science,5
2663,2017,12-Mar,2017 Dutch–Turkish diplomatic incident,53463208,TRUE,3524057,الأزمة الدبلوماسية التركية الهولندية 2017,TRUE,5616092,2017年荷蘭-土耳其外交風波,TRUE,7832614,Incidente diplomático entre Turquía y Países Bajos de 2017,0,Society and social science,5
2665,2017,10-Mar,John Surtees,215196,TRUE,2699989,جون سورتيس,TRUE,3891073,约翰·苏尔特斯,TRUE,170941,John Surtees,5,Person,2
2667,2017,10-Mar,Impeachment of Park Geun-hye,52437669,TRUE,3358196,سحب الثقة عن باك غن هي,TRUE,5530916,朴槿惠弹劾案,TRUE,7703368,Proceso de destitución de Park Geun-hye,-1,None,6
2668,2017,9-Mar,March 2017 Kabul attack,53428841,TRUE,3520447,هجوم المستشفى العسكري كابول 2017,FALSE,,,FALSE,,,0,Other,5
2669,2017,9-Mar,Donald Tusk,648724,TRUE,758811,دونالد توسك,TRUE,647116,唐納德·圖斯克,TRUE,349687,Donald Tusk,5,Person,2
2670,2017,9-Mar,President of the European Council,361380,TRUE,1780964,رئيس المجلس الأوروبي,TRUE,1168997,欧洲理事会主席,TRUE,1653577,Presidente del Consejo Europeo,5,Society and social science,2
2671,2017,9-Mar,Howard Hodgkin,186466,FALSE,,,FALSE,,,TRUE,861582,Howard Hodgkin,5,Person,2
2672,2017,9-Mar,March 2017 Kabul attack,53428841,TRUE,3520447,هجوم المستشفى العسكري كابول 2017,FALSE,,,FALSE,,,0,Other,5
2673,2017,9-Mar,Donald Tusk,648724,TRUE,758811,دونالد توسك,TRUE,647116,唐納德·圖斯克,TRUE,349687,Donald Tusk,5,Person,2
2674,2017,9-Mar,President of the European Council,361380,TRUE,1780964,رئيس المجلس الأوروبي,TRUE,1168997,欧洲理事会主席,TRUE,1653577,Presidente del Consejo Europeo,5,Society and social science,2
2675,2017,9-Mar,Howard Hodgkin,186466,FALSE,,,FALSE,,,TRUE,861582,Howard Hodgkin,5,Person,2
2677,2017,8-Mar,George Andrew Olah,758753,TRUE,190253,جورج أولاه,TRUE,739004,乔治·安德鲁·欧拉,TRUE,983407,George A. Olah,5,Person,2
2678,2017,8-Mar,Azure Window,9795023,TRUE,3518446,نافذة أزور,TRUE,5609816,藍窗,TRUE,7823479,Ventana Azul,2,None,4
2681,2017,7-Mar,Vault 7,53412768,TRUE,3518857,فولت 7,FALSE,,,TRUE,7820174,Vault 7,2,None,4
2682,2017,7-Mar,Terminal High Altitude Area Defense,1034696,TRUE,2454819,ثاد (دفاع جوي),TRUE,1829591,戰區高空防御飛彈,TRUE,5144879,THAAD,-1,Society and social science,6
2683,2017,7-Mar,Foreign relations of North Korea,21264,FALSE,,,TRUE,3498129,朝鮮民主主義人民共和國外交,TRUE,8184159,Relaciones internacionales de Corea del Norte,-1,None,6
2684,2017,7-Mar,Malaysia–North Korea relations,41723854,TRUE,3517444,العلاقات الماليزية الكورية الشمالية,TRUE,5593998,馬來西亞－朝鮮關係,FALSE,,,0,Society and social science,5
2685,2017,6-Mar,Robert Osborne,3508327,TRUE,3517338,روبرت أوزبورن,FALSE,,,FALSE,,,5,Person,2
2690,2017,2-Mar,Palmyra offensive (2017),53164060,TRUE,3468224,هجوم تدمر (2017),TRUE,5601811,巴爾米拉攻勢 (2017年),TRUE,8527254,Ofensiva de Palmira (2017),-1,Society and social science,6
2691,2017,2-Mar,Palmyra,46709309,TRUE,11427,تدمر,TRUE,288900,巴尔米拉,TRUE,137679,Palmira,-1,Geography and place,6
2692,2017,2-Mar,Tommy Gemmell,4388092,TRUE,3475934,تومي جيمل,FALSE,,,TRUE,7843498,Tommy Gemmell,5,Person,2
2693,2017,2-Mar,Aileen Hernandez,53355669,TRUE,4294046,إلين هيرنانديز,FALSE,,,FALSE,,,-1,None,6
2694,2017,1-Mar,Abiogenesis,19179706,TRUE,1564609,تولد تلقائي,TRUE,539820,生命起源,TRUE,346375,Abiogénesis,6,None,1
2696,2017,30-Apr,Ueli Steck,28873789,FALSE,,,TRUE,5667832,乌里·斯特克,TRUE,7397000,Ueli Steck,5,Person,2
2701,2017,27-Apr,Vinod Khanna,2927534,TRUE,2379268,فينود خانا,FALSE,,,FALSE,,,5,Person,2
2702,2017,26-Apr,Jonathan Demme,16069,TRUE,332932,جوناثان ديم,TRUE,1811058,強納森·德米,TRUE,312822,Jonathan Demme,5,Person,2
2703,2017,26-Apr,Robert M. Pirsig,26071,FALSE,,,TRUE,1233750,罗伯特·梅纳德·波西格,TRUE,171333,Robert M. Pirsig,5,Person,2
2704,2017,25-Apr,Type 001A aircraft carrier,50590991,TRUE,4082066,حاملة طائرات 001 أي,TRUE,4293723,001A型航空母舰,FALSE,,,-1,Society and social science,6
2705,2017,23-Apr,2017 London Marathon,53582919,TRUE,3576898,ماراثون لندن 2017,FALSE,,,FALSE,,,2,Sports,4
2706,2017,22-Apr,Erin Moran,1500682,TRUE,3574231,إيرين موران,FALSE,,,FALSE,,,5,Person,2
2707,2017,21-Apr,2017 Camp Shaheen attack,53849233,TRUE,3572371,هجوم معسكر شاهين (أبريل 2017),FALSE,,,TRUE,8141787,Ataque al Campamento Shaheen,0,Society and social science,5
2708,2017,21-Apr,Ugo Ehiogu,1860137,TRUE,3570805,أوغو إيهوغو,FALSE,,,TRUE,771211,Ugo Ehiogu,5,Person,2
2709,2017,19-Apr,Aaron Hernandez,25193857,FALSE,,,FALSE,,,TRUE,5966674,Aaron Hernandez,0,Person,5
2710,2017,17-Apr,Rosey (wrestler),665872,TRUE,3567823,روزي (مصارع),FALSE,,,TRUE,2805629,Matt Anoa'i,5,Person,2
2711,2017,17-Apr,Allan Holdsworth,328261,TRUE,3566488,آلان هولدسورث,FALSE,,,TRUE,150788,Allan Holdsworth,5,Person,2
2712,2017,16-Apr,"Turkish constitutional referendum, 2017",52130774,TRUE,3516580,الاستفتاء الدستوري التركي 2017,TRUE,5649822,2017年土耳其修憲公投,TRUE,7779627,Referéndum constitucional de Turquía de 2017,1,Society and social science,3
2713,2017,15-Apr,2017 Aleppo suicide car bombing,53784622,TRUE,3564288,تفجير حي الراشدين 2017,TRUE,5654438,2017年拉希丁炸彈襲擊,FALSE,,,0,Other,5
2714,2017,11-Apr,J. Geils,1672535,FALSE,,,FALSE,,,TRUE,7874129,J. Geils,5,Person,2
2718,2017,9-Apr,Carme Chacón,13808150,TRUE,3558014,كارمي تشاكون,TRUE,846627,卡梅·查孔,TRUE,792125,Carme Chacón,5,Person,2
2719,2017,9-Apr,2017 Masters Tournament,50116192,FALSE,,,TRUE,6090045,2017年美國名人賽,FALSE,,,2,Sports,4
2721,2017,8-Apr,Fishman (wrestler),2557893,FALSE,,,FALSE,,,TRUE,904209,Fishman,5,Person,2
2725,2017,7-Apr,2017 Stockholm attack,59015094,TRUE,3554692,هجوم ستوكهولم 2017,TRUE,5641002,2017年斯德哥尔摩袭击,TRUE,7868361,Atentado de Estocolmo de 2017,0,Other,5
2726,2017,7-Apr,ETA (separatist group),9926,TRUE,21557,إيتا,TRUE,18454,埃塔,TRUE,7261,Euskadi Ta Askatasuna,-1,Society and social science,6
2727,2017,6-Apr,Don Rickles,152195,TRUE,3245034,دون ريكلز,TRUE,5739789,唐·里柯斯,TRUE,2022276,Don Rickles,5,Person,2
2728,2017,4-Apr,Tim Berners-Lee,30034,TRUE,7689,تيم بيرنرز لي,TRUE,134970,蒂姆·伯纳斯-李,TRUE,6484,Tim Berners-Lee,2,Person,4
2734,2017,2-Apr,The Boat Race,247877,TRUE,932754,سباق القوارب الجماعية,TRUE,1072156,牛津剑桥赛艇对抗赛,TRUE,690084,Regata Oxford-Cambridge,2,None,4
2738,2017,1-Apr,Yevgeny Yevtushenko,531887,TRUE,3546452,يفغيني يفتوشينكو,TRUE,3102798,叶夫根尼·叶夫图申科,TRUE,2434023,Yevgueni Yevtushenko,5,Person,2
2741,2017,31-May,May 2017 Kabul attack,54187790,TRUE,3648845,هجوم كابول (مايو 2017),TRUE,5698889,2017年5月喀布尔袭击,TRUE,7944505,Atentado de Kabul de mayo de 2017,0,Other,5
2743,2017,28-May,Palme d'Or,612946,TRUE,597882,السعفة الذهبية,TRUE,17740,金棕榈奖,TRUE,86323,Palma de Oro,5,Art and culture,2
2744,2017,28-May,2017 Cannes Film Festival,52040766,TRUE,3562701,مهرجان كان السينمائي 2017,TRUE,5512855,第70屆坎城影展,TRUE,8089780,Anexo:Festival de Cannes 2017,5,Art and culture,2
2745,2017,27-May,Gregg Allman,505104,TRUE,3644211,غريغ ألمان,FALSE,,,TRUE,4373025,Gregg Allman,5,Person,2
2747,2017,26-May,Jim Bunning,83324,FALSE,,,TRUE,5188839,吉姆·邦寧,FALSE,,,5,Person,2
2748,2017,26-May,Denis Johnson,1674393,TRUE,3469286,دينيس جونسون (كاتب),FALSE,,,TRUE,4600686,Denis Johnson,5,Person,2
2752,2017,23-May,Roger Moore,174716,TRUE,92475,روجر مور,TRUE,273788,罗杰·摩尔,TRUE,458080,Roger Moore,5,Person,2
2756,2017,20-May,"Iranian presidential election, 2017",49059917,TRUE,3571557,الانتخابات الرئاسية الإيرانية 2017,TRUE,5663557,2017年伊朗總統選舉,TRUE,7790775,Elecciones presidenciales de Irán de 2017,1,Society and social science,3
2758,2017,18-May,Jacque Fresco,2532114,TRUE,1291678,جاك فريسكو,TRUE,4486400,雅克·法斯科,TRUE,2178243,Jacque Fresco,5,Person,2
2759,2017,18-May,Roger Ailes,149148,FALSE,,,FALSE,,,TRUE,7925299,Roger Ailes,5,Person,2
2760,2017,13-May,Eurovision Song Contest 2017,49778373,FALSE,,,TRUE,5366419,2017年欧洲歌唱大赛,TRUE,6642649,Festival de la Canción de Eurovisión 2017,2,Art and culture,4
2761,2017,13-May,WannaCry ransomware attack,54027815,TRUE,3590363,هجوم واناكراي الإلكتروني,TRUE,5679597,WannaCry,TRUE,7923839,Ataques ransomware WannaCry,0,Other,5
2765,2017,9-May,Qian Qichen,728119,FALSE,,,TRUE,10800,钱其琛,TRUE,5248814,Qian Qichen,5,Person,2
2766,2017,9-May,"South Korean presidential election, 2017",35754764,TRUE,3519015,الانتخابات الرئاسية الكورية الجنوبية 2017,TRUE,5534840,2017年大韓民國總統選舉,TRUE,7906368,Elecciones presidenciales de Corea del Sur de 2017,1,Society and social science,3
2767,2017,9-May,Homo naledi,47774240,TRUE,2864722,هومو ناليدي,TRUE,5032740,纳莱迪人,TRUE,7019102,Homo naledi,6,None,1
2768,2017,7-May,Gran Apache,54005283,FALSE,,,FALSE,,,TRUE,7913604,Gran Apache,5,Person,2
2769,2017,7-May,Gholamreza Pahlavi,37506846,TRUE,3585463,غلام رضا بهلوي,FALSE,,,TRUE,6280098,Gholam Reza Pahlaví,5,Person,2
2770,2017,7-May,"French presidential election, 2017",23968967,TRUE,3348355,الانتخابات الرئاسية الفرنسية 2017,TRUE,5520578,2017年法國總統選舉,TRUE,7560521,Elecciones presidenciales de Francia de 2017,1,Society and social science,3
2772,2017,5-May,Buhe (politician),49987973,FALSE,,,TRUE,815779,布赫,FALSE,,,5,Person,2
2774,2017,5-May,Ely Ould Mohamed Vall,2373664,TRUE,18654,إعلي ولد محمد فال,TRUE,546401,埃利·乌尔德·穆罕默德·瓦勒,TRUE,172082,Ely Ould Mohamed Vall,5,Person,2
2775,2017,5-May,Comac C919,24269857,TRUE,1783768,كوماك سي 919,TRUE,1125209,中國商飛C919,TRUE,4375037,COMAC C919,0,Society and social science,5
2776,2017,4-May,Puerto Rican government-debt crisis,41852734,FALSE,,,TRUE,4854710,波多黎各債務危機,FALSE,,,4,None,3
2777,2017,3-May,Mishaal bin Abdulaziz Al Saud,6801891,TRUE,191678,مشعل بن عبد العزيز آل سعود,FALSE,,,FALSE,,,5,Person,2
2778,2017,3-May,2017 Venezuelan protests,53843551,TRUE,4433049,الاحتجاجات الفنزويلية 2017,FALSE,,,TRUE,6186381,Protestas en Venezuela de 2017,-1,Other,6
2779,2017,1-May,2017 World Snooker Championship,48826239,FALSE,,,TRUE,5679755,2017年世界斯诺克锦标赛,FALSE,,,2,Sports,4
2783,2017,27-Jun,Michael Bond,784771,TRUE,5088928,مايكل بوند,TRUE,5486619,米高·邦,FALSE,,,5,Person,2
2785,2017,27-Jun,Petya (malware),54406327,FALSE,,,TRUE,5725227,NotPetya,TRUE,7358056,Petya (malware),0,Other,5
2786,2017,27-Jun,2017 cyberattacks on Ukraine,54411260,TRUE,3696683,الهجمات الإلكترونية على أوكرانيا 2017,FALSE,,,TRUE,8342941,Ciberataques en Ucrania de 2017,0,Other,5
2787,2017,27-Jun,Michael Nyqvist,3137274,TRUE,3689559,مايكل نيكفيست,TRUE,6346506,麥克·恩奎斯特,TRUE,2656464,Mikael Nyqvist,5,Person,2
2788,2017,26-Jun,2017 America's Cup,43358189,FALSE,,,FALSE,,,TRUE,6331576,Copa América 2017 (regata),2,Sports,4
2790,2017,25-Jun,2017 Bahawalpur explosion,54387348,TRUE,3685424,انفجار باهاوالبور 2017,TRUE,5726327,2017年巴哈瓦爾布爾爆炸,TRUE,8092977,Explosión de Bahawalpur de 2017,0,Other,5
2792,2017,24-Jun,Cholera outbreaks and pandemics,30111171,TRUE,3685650,تفشيات وباء الكوليرا,FALSE,,,FALSE,,,0,None,5
2793,2017,24-Jun,2017 Sichuan landslide,54379563,TRUE,3686355,انهيار سيتشوان 2017,TRUE,5721685,2017年茂县山体垮塌,FALSE,,,3,Other,1
2794,2017,23-Jun,June 2017 Pakistan bombings,54381002,TRUE,3711989,تفجيرات باكستان (يونيو 2017),FALSE,,,FALSE,,,0,Other,5
2799,2017,21-Jun,Great Mosque of al-Nuri (Mosul),32230992,TRUE,1048089,جامع النوري (الموصل),TRUE,5720411,努爾大清真寺,TRUE,7900172,Gran mezquita de al Nuri,-1,Other,6
2800,2017,21-Jun,International Dublin Literary Award,61955,FALSE,,,TRUE,3123774,国际IMPAC都柏林文学奖,TRUE,3284531,Premio Literario Internacional IMPAC de Dublín,2,Art and culture,4
2802,2017,21-Jun,Mohammad bin Salman,38689358,TRUE,457470,محمد بن سلمان آل سعود,TRUE,4750329,穆罕默德·本·萨勒曼·本·阿卜杜勒-阿齐兹·阿勒沙特,TRUE,7221650,Mohámed bin Salmán,6,Person,1
2803,2017,20-Jun,Prodigy (rapper),2017883,FALSE,,,FALSE,,,TRUE,269504,Prodigy (rapero),5,Person,2
2804,2017,19-Jun,Otto Warmbier,49193057,TRUE,3326926,أوتو ورمبر,TRUE,5718049,奥托·瓦姆比尔,TRUE,7966675,Otto Warmbier,5,Person,2
2806,2017,19-Jun,2017 Finsbury Park attack,54337100,TRUE,3676148,حادثة دهس المصلين في لندن 2017,FALSE,,,TRUE,7969995,Atentado de Finsbury Park de 2017,0,Other,5
2807,2017,18-Jun,2017 U.S. Open (golf),50875497,FALSE,,,FALSE,,,TRUE,7965917,Abierto de los Estados Unidos 2017 (golf),2,Sports,4
2809,2017,18-Jun,"French legislative election, 2017",48815336,TRUE,3666411,الانتخابات التشريعية الفرنسية 2017,TRUE,5675430,2017年法国立法选举,TRUE,7911218,Elecciones legislativas de Francia de 2017,1,Society and social science,3
2810,2017,18-Jun,2017 24 Hours of Le Mans,50872252,FALSE,,,FALSE,,,TRUE,7970854,24 Horas de Le Mans 2017,2,None,4
2814,2017,17-Jun,Baldwin Lonsdale,43921378,TRUE,2812118,بالدوين لونسديل,TRUE,5726823,鲍德温·朗斯代尔,TRUE,6440711,Baldwin Lonsdale,5,Person,2
2815,2017,16-Jun,Stephen Furst,422679,TRUE,3966737,ستيفن فورست,FALSE,,,TRUE,1492680,Stephen Furst,5,Person,2
2820,2017,14-Jun,Leo Varadkar,11417854,TRUE,3650380,ليو فرادكار,TRUE,5701610,李歐·瓦拉德卡,TRUE,6574292,Leo Varadkar,1,Person,3
2822,2017,13-Jun,Anita Pallenberg,347201,FALSE,,,FALSE,,,TRUE,1223549,Anita Pallenberg,5,Person,2
2824,2017,12-Jun,Masahide Ōta,641652,FALSE,,,TRUE,4413002,大田昌秀,FALSE,,,5,Person,2
2827,2017,9-Jun,Adam West,278513,TRUE,2012570,آدم وست,TRUE,2961726,亚当·韦斯特,TRUE,594225,Adam West,5,Person,2
2828,2017,8-Jun,Glenne Headly,2418657,TRUE,3670304,جلين هيدلي,TRUE,5708226,格伦妮·海德利,TRUE,8384004,Glenne Headly,5,Person,2
2829,2017,8-Jun,"United Kingdom general election, 2017",59163330,TRUE,3651325,الانتخابات التشريعية البريطانية 2017,TRUE,5652903,2017年英國大選,TRUE,7881438,Elecciones generales del Reino Unido de 2017,1,Society and social science,3
2830,2017,8-Jun,Jebel Irhoud,10085369,TRUE,3662364,جبل إيغود,FALSE,,,TRUE,4445527,Djebel Irhoud,6,Geography and place,1
2833,2017,7-Jun,Battle of Raqqa (2017),54234483,TRUE,3664123,معركة الرقة (2017),TRUE,5712333,拉卡之戰 (2017年),TRUE,7953107,Batalla de Al Raqa (2017),4,Society and social science,3
2834,2017,7-Jun,2017 Myanmar Air Force Shaanxi Y-8 crash,54245733,TRUE,3654444,تحطم الطائرة العسكرية الميانمارية 2017,TRUE,5705853,2017年緬甸空軍運8空難,TRUE,7962185,Accidente del Shaanxi Y-8 de la Fuerza Aérea de Birmania,0,Society and social science,5
2835,2017,7-Jun,2017 Tehran attacks,54243589,TRUE,3654011,هجمات طهران 2017,TRUE,5705259,2017年德黑兰袭击,TRUE,7955255,Atentados de Teherán de 2017,0,Other,5
2836,2017,6-Jun,Adnan Khashoggi,887476,TRUE,88225,عدنان خاشقجي,FALSE,,,TRUE,4623599,Adnan Khashoggi,5,Person,2
