postid,lang,postyear,postdatetime,pageid,article_firstedit_ever_revid,article_firstedit_ever_date,article_firstedit_ever_timestamp,article_firstedit_ever_size,totaledits_byall,totaledits_byregistered,unique_all_editors,unique_registered_editors,total_size_added,sizeadded_byregistered,firstedit_revid,firstedit_timestamp,endfirstday_revid,endfirstweek_revid,firstmonth_revid,topic,category,updated_topic
3082,en,2017,12/24/17,148483,431256,11/18/02,2002-11-18T06:21:48Z,144,65,46,40,27,2082,2038,816848541,12/24/17 3:45,816913925,817867259,820768049,5,Person,2
3082,ar,2017,12/24/17,558990,3032653,4/7/09,2009-04-07T18:23:42Z,1144,6,6,1,0,282,282,26569521,1/6/18 9:33,26569521,26686538,26908321,5,Person,2
3082,zh,2017,12/24/17,56275,226510,12/7/04,2004-12-07T02:14:08Z,206,11,7,4,2,2054,1879,47514681,12/25/17 4:38,47520279,47520279,47622697,5,Person,2
3082,es,2017,12/24/17,9914,23236,8/13/03,2003-08-13T07:25:29Z,610,63,54,29,21,652,276,104419712,12/24/17 1:10,104436170,104568618,105036514,5,Person,2
3083,en,2017,12/24/17,13390560,159647479,9/22/07,2007-09-22T18:53:28Z,18325,40,39,9,8,8453,8453,816964752,12/25/17 1:57,817053633,817544678,818745943,5,Person,2
3083,es,2017,12/24/17,5045724,53209596,1/23/12,2012-01-23T00:59:12Z,3828,1,0,1,0,0,0,104709927,1/5/18 20:42,104709927,104709927,104709927,5,Person,2
3088,en,2017,12/21/17,502753,2621110,3/3/04,2004-03-03T21:14:08Z,6034,120,100,36,26,6109,5720,816656044,12/22/17 20:15,816674908,817322882,821422068,5,Person,2
3088,ar,2017,12/21/17,2741963,16177195,6/19/15,2015-06-19T08:24:10Z,1043,7,7,4,3,1396,1396,26204797,12/23/17 3:07,26205688,26302674,26426741,5,Person,2
3088,zh,2017,12/21/17,366525,2508348,8/29/06,2006-08-29T19:32:53Z,776,13,13,5,4,939,939,47492438,12/23/17 10:28,47492461,47559154,47559154,5,Person,2
3088,es,2017,12/21/17,2916040,29946994,9/22/09,2009-09-22T12:42:03Z,1311,13,9,8,6,427,105,104396169,12/22/17 20:44,104396365,104514569,104514569,5,Person,2
3089,en,2017,12/21/17,5177285,53657009,5/17/06,2006-05-17T09:27:45Z,1697,37,37,9,8,4192,4192,816540285,12/22/17 0:35,816620574,817065109,817065109,5,Person,2
3089,es,2017,12/21/17,8696211,111377927,10/19/18,2018-10-19T04:17:07Z,2399,0,0,0,0,0,0,0,0,0,0,0,5,Person,2
3091,en,2017,12/20/17,157858,510214,12/14/02,2002-12-14T09:24:52Z,513,147,114,57,41,8590,7711,816233007,12/20/17 3:01,816356882,817107154,820023151,5,Person,2
3091,es,2017,12/20/17,6608771,80045210,2/15/15,2015-02-15T05:11:25Z,835,17,14,5,3,1102,811,104335984,12/20/17 8:50,104345049,104448015,104516391,5,Person,2
3092,en,2017,12/18/17,56080920,816003409,12/18/17,2017-12-18T16:40:59Z,208,601,526,171,122,29007,30450,816003409,12/18/17 16:40,816058437,816977724,820353814,0,Other,5
3092,ar,2017,12/18/17,4053640,26174707,12/21/17,2017-12-21T12:44:14Z,2563,10,10,4,3,436,436,26174707,12/21/17 12:44,26177463,26183095,26443899,0,Other,5
3092,es,2017,12/18/17,8263224,104317486,12/19/17,2017-12-19T17:15:05Z,21359,3,3,2,1,30,30,104317486,12/19/17 17:15,104317644,104317644,104968459,0,Other,5
3093,en,2017,12/18/17,55264691,801026972,9/17/17,2017-09-17T06:37:57Z,3524,91,69,31,21,10821,11332,815936670,12/18/17 4:57,816055517,816757089,819612185,1,Society and social science,3
3093,zh,2017,12/18/17,5935869,46714186,10/26/17,2017-10-26T05:47:29Z,3416,9,9,3,2,493,493,47460138,12/21/17 3:30,47469604,47492067,47492067,1,Society and social science,3
3093,es,2017,12/18/17,7790727,97002900,2/18/17,2017-02-18T21:39:58Z,2698,69,55,30,19,32742,32482,104273530,12/18/17 0:32,104301694,104428665,104930465,1,Society and social science,3
3094,en,2017,12/18/17,1889736,13735306,5/15/05,2005-05-15T10:59:02Z,849,111,89,63,42,6010,5927,815914911,12/18/17 1:13,815992263,816864195,819892765,1,Person,3
3094,ar,2017,12/18/17,827833,4971270,3/11/10,2010-03-11T20:35:19Z,884,14,11,7,4,792,806,26173576,12/21/17 9:08,26173642,26307935,26639957,1,Person,3
3094,zh,2017,12/18/17,790920,7346618,6/23/08,2008-06-23T15:56:08Z,520,8,8,3,2,-2,-2,47422714,12/18/17 5:34,47422714,47465431,47465431,1,Person,3
3094,es,2017,12/18/17,133453,671075,5/15/05,2005-05-15T02:27:25Z,206,76,61,35,21,961,357,104272808,12/18/17 0:26,104302048,104435836,104943761,1,Person,3
3095,en,2017,12/18/17,41379652,586316025,12/16/13,2013-12-16T10:15:04Z,154,76,68,34,27,-48696,71161,815907928,12/18/17 0:06,816054033,816945548,818345148,1,Society and social science,3
3095,zh,2017,12/18/17,5961913,47048389,11/20/17,2017-11-20T02:47:31Z,1022,7,6,3,2,1506,106,47419316,12/18/17 0:12,47429117,47444743,47704605,1,Society and social science,3
3095,es,2017,12/18/17,5880770,67785839,6/18/13,2013-06-18T23:01:03Z,4219,64,58,26,22,9157,7428,104270423,12/18/17 0:04,104300351,104417488,104904713,1,Society and social science,3
3096,en,2017,12/18/17,26744321,352692555,3/29/10,2010-03-29T07:22:20Z,1116,447,374,152,98,18781,21966,815964076,12/18/17 10:25,816055330,816998523,820993094,5,Person,2
3096,ar,2017,12/18/17,2940175,17412165,11/6/15,2015-11-06T22:18:08Z,2428,119,66,51,15,3022,19248,26152744,12/18/17 11:36,26157323,26167093,26491899,5,Person,2
3096,zh,2017,12/18/17,1226202,12472931,2/28/10,2010-02-28T14:00:04Z,8896,206,117,104,47,5089,12613,47426131,12/18/17 10:38,47431651,47487878,47844953,5,Person,2
3096,es,2017,12/18/17,5253277,56878473,6/9/12,2012-06-09T22:12:12Z,2167,142,98,50,22,22574,22431,104286536,12/18/17 11:01,104301824,104386868,104941123,5,Person,2
3100,en,2017,12/14/17,37398,3703,2/2/02,2002-02-02T23:44:04Z,294,88,88,46,45,-1153,-1153,815371542,12/14/17 12:40,815463799,816405931,819762418,6,Society and social science,1
3100,ar,2017,12/14/17,2152,5006,4/11/04,2004-04-11T01:15:38Z,461,4,4,3,2,138,138,26120780,12/16/17 9:11,26120780,26120780,26517409,6,Society and social science,1
3100,zh,2017,12/14/17,20643,588526,11/27/03,2003-11-27T04:17:20Z,6423,45,40,11,9,4370,4807,47370457,12/14/17 13:06,47371882,47417868,47800174,6,Society and social science,1
3100,es,2017,12/14/17,38156,333397,3/18/04,2004-03-18T17:20:05Z,25,76,46,30,12,6557,-678,104134621,12/14/17 2:03,104157782,104354559,104871130,6,Society and social science,1
3101,en,2017,12/14/17,37821711,526211021,12/3/12,2012-12-03T19:04:28Z,1191,145,101,69,43,-5656,-1573,815303724,12/14/17 1:45,815463465,816304633,820267832,6,Society and social science,1
3101,ar,2017,12/14/17,4881711,30707867,9/24/18,2018-09-24T19:17:45Z,3457,0,0,0,0,0,0,0,0,0,0,0,6,Society and social science,1
3101,zh,2017,12/14/17,3539355,27393904,7/12/13,2013-07-12T23:53:45Z,1481,29,29,5,4,2527,2527,47369835,12/14/17 12:23,47374767,47399690,47399690,6,Society and social science,1
3101,es,2017,12/14/17,6176919,72390723,2/7/14,2014-02-07T11:32:42Z,1355,31,11,19,7,331,-334,104144876,12/14/17 14:10,104151013,104334523,104695440,6,Society and social science,1
3104,en,2017,12/12/17,30362351,406607157,1/8/11,2011-01-08T02:18:11Z,3204,306,232,103,63,14901,14992,815034553,12/12/17 10:32,815137661,816070082,818052387,5,Person,2
3104,ar,2017,12/12/17,1686015,11018359,5/27/13,2013-05-27T21:31:52Z,3513,6,6,3,2,1252,1252,26053108,12/12/17 16:51,26053461,26129413,26431803,5,Person,2
3104,zh,2017,12/12/17,1499816,15425871,1/12/11,2011-01-12T07:15:17Z,2754,29,27,17,15,1249,1201,47343313,12/12/17 12:05,47348980,47439737,47662191,5,Person,2
3112,en,2017,12/6/17,55984460,814065444,12/6/17,2017-12-06T18:29:31Z,1038,181,163,59,44,14688,28324,814065444,12/6/17 18:29,814113913,815246087,818723854,6,None,1
3112,zh,2017,12/6/17,5977971,47278883,12/7/17,2017-12-07T18:49:56Z,2082,5,5,1,0,2842,2842,47278883,12/7/17 18:49,47279061,47279061,47279061,6,None,1
3112,es,2017,12/6/17,8241885,103978810,12/7/17,2017-12-07T03:19:19Z,1565,31,29,7,5,13907,13844,103978810,12/7/17 3:19,103982256,104113283,104519653,6,None,1
3113,en,2017,12/6/17,106358,365357,10/17/02,2002-10-17T23:07:25Z,6,330,224,146,79,9707,5420,813942946,12/6/17 1:51,814096836,815113494,818610131,5,Person,2
3113,ar,2017,12/6/17,1104464,7221896,8/3/11,2011-08-03T18:03:13Z,586,11,11,6,5,2844,2844,25878350,12/6/17 6:55,25884710,25897909,26485232,5,Person,2
3113,zh,2017,12/6/17,1630319,17320929,8/6/11,2011-08-06T19:06:49Z,3226,5,4,3,2,110,110,47257390,12/6/17 2:09,47261727,47313236,47313236,5,Person,2
3113,es,2017,12/6/17,1160313,11220742,9/10/07,2007-09-10T01:40:00Z,4129,26,18,21,14,5791,994,103957066,12/6/17 2:10,103974208,104095491,104290263,5,Person,2
3114,en,2017,12/5/17,598861,3201932,4/15/04,2004-04-15T20:23:30Z,696,63,56,24,18,12024,13740,813779878,12/5/17 5:43,813844026,814573602,818598554,5,Person,2
3114,ar,2017,12/5/17,4001084,25879474,12/6/17,2017-12-06T11:57:27Z,3407,16,16,7,6,382,382,25879474,12/6/17 11:57,25882497,26065582,26523790,5,Person,2
3114,zh,2017,12/5/17,1036500,9870526,4/22/09,2009-04-22T11:08:23Z,1259,4,4,2,1,-28,-28,47249663,12/5/17 8:59,47255028,47255028,47255028,5,Person,2
3114,es,2017,12/5/17,975484,9137867,5/30/07,2007-05-30T08:41:49Z,2552,20,18,11,9,667,650,103940579,12/5/17 8:59,103952734,104001973,104204606,5,Person,2
3117,en,2017,12/4/17,163434,1719892,12/31/02,2002-12-31T21:28:15Z,825,88,72,48,35,2560,2155,813880543,12/5/17 19:05,813927032,814381627,817625663,5,Person,2
3117,es,2017,12/4/17,6007182,69889799,9/27/13,2013-09-27T21:00:11Z,12939,14,12,8,6,1132,805,103951853,12/5/17 21:19,103951853,104063219,104063219,5,Person,2
3118,en,2017,12/4/17,215609,858337,4/24/03,2003-04-24T18:44:37Z,228,293,231,124,75,12221,11612,813622902,12/4/17 11:19,813733380,814812311,818371944,0,Person,5
3118,ar,2017,12/4/17,8982,28892,4/9/05,2005-04-09T22:03:51Z,58,110,102,35,28,7921,7716,25828825,12/4/17 11:11,25854712,25976018,26381030,0,Person,5
3118,zh,2017,12/4/17,115374,531044,6/8/05,2005-06-08T11:21:21Z,481,23,20,8,5,1893,1908,47239204,12/4/17 13:59,47241054,47325809,47325809,0,Person,5
3118,es,2017,12/4/17,183464,1231343,8/28/05,2005-08-28T14:09:35Z,1456,25,17,16,11,1244,975,103918394,12/4/17 11:48,103924374,104063282,104594449,0,Person,5
3119,en,2017,12/3/17,43424,26226,3/8/02,2002-03-08T23:32:36Z,2283,66,54,27,20,2622,2463,813695930,12/4/17 19:46,813732549,814396154,814969537,5,Person,2
3119,es,2017,12/3/17,767316,7041562,2/16/07,2007-02-16T20:19:23Z,1936,10,10,5,4,-133,-133,103944287,12/5/17 14:28,103952752,103952752,104583681,5,Person,2
3120,en,2018,1/31/18,22025760,277968321,3/17/09,2009-03-17T22:18:46Z,329,200,153,98,70,4891,17251,823229912,1/31/18 0:39,823388769,824352806,825340191,-1,None,6
3120,ar,2018,1/31/18,4114355,26599644,1/7/18,2018-01-07T13:43:17Z,746,30,27,14,11,350,352,27134345,1/31/18 7:30,27137766,27258869,27432424,-1,None,6
3120,zh,2018,1/31/18,5453032,41444461,9/10/16,2016-09-10T06:18:25Z,1543,15,9,10,8,4983,128,48085851,1/31/18 2:18,48100376,48147479,48200752,-1,None,6
3120,es,2018,1/31/18,6127087,71689516,1/2/14,2014-01-02T22:39:42Z,2316,6,6,3,2,2724,2724,105290708,1/31/18 16:33,105290708,105428123,105428123,-1,None,6
3123,en,2018,1/30/18,7641653,83971272,10/27/06,2006-10-27T02:08:51Z,928,20,17,9,6,3581,3577,823277123,1/31/18 8:08,823340281,824016464,824016464,5,Person,2
3123,ar,2018,1/30/18,362514,1876848,7/11/08,2008-07-11T09:59:18Z,670,2,2,1,0,-23,-23,27136526,1/31/18 12:36,27136526,27278841,27278841,5,Person,2
3123,es,2018,1/30/18,3231888,33194565,1/20/10,2010-01-20T18:26:01Z,913,14,13,7,6,623,623,105285633,1/31/18 11:18,105289711,105390040,105390040,5,Person,2
3124,en,2018,1/30/18,24378497,314583347,9/17/09,2009-09-17T19:43:10Z,278,206,206,77,76,16146,16146,823172985,1/30/18 18:04,823223688,824165878,828013777,5,Person,2
3124,ar,2018,1/30/18,4202757,27136770,1/31/18,2018-01-31T13:00:28Z,3511,9,9,3,2,208,208,27136770,1/31/18 13:00,27141384,27278804,27433470,5,Person,2
3124,es,2018,1/30/18,3195552,32758257,1/6/10,2010-01-06T04:24:39Z,1241,81,37,52,17,2488,1901,105262969,1/30/18 18:03,105269581,105395318,105395318,5,Person,2
3126,en,2018,1/29/18,56443446,823031974,1/29/18,2018-01-29T22:23:24Z,1107,51,44,30,25,5721,8241,823031974,1/29/18 22:23,823032145,824194471,825070609,6,None,1
3126,ar,2018,1/29/18,4201801,27121211,1/30/18,2018-01-30T12:35:47Z,3070,34,33,13,12,5208,5020,27121211,1/30/18 12:35,27125996,27262059,27497696,6,None,1
3126,es,2018,1/29/18,8337775,105330171,2/2/18,2018-02-02T08:29:33Z,6325,9,9,2,1,768,768,105330171,2/2/18 8:29,105334246,105350435,105535505,6,None,1
3128,en,2018,1/28/18,9335859,105930872,2/6/07,2007-02-06T00:24:49Z,709,81,62,31,22,5258,4218,822841340,1/28/18 20:39,822865993,823853334,823853334,-1,None,6
3128,es,2018,1/28/18,8493170,108040856,5/22/18,2018-05-22T14:30:04Z,8657,0,0,0,0,0,0,0,0,0,0,0,-1,None,6
3129,en,2018,1/28/18,56431953,822803561,1/28/18,2018-01-28T16:16:56Z,6713,228,207,53,41,26966,25908,822803561,1/28/18 16:16,822868488,823882717,827824615,-1,None,6
3129,ar,2018,1/28/18,4197054,27079067,1/29/18,2018-01-29T00:14:12Z,1086,52,50,10,8,29648,29608,27079067,1/29/18 0:14,27107759,27229339,27502611,-1,None,6
3129,es,2018,1/28/18,8330763,105226933,1/29/18,2018-01-29T04:18:58Z,10980,22,20,10,8,-347,-347,105226933,1/29/18 4:18,105227757,105382414,105801574,-1,None,6
3130,en,2018,1/27/18,164076,619288,1/2/03,2003-01-02T13:17:05Z,33,96,72,42,28,7321,6350,822668585,1/27/18 20:15,822697410,823757650,827632069,5,Person,2
3130,es,2018,1/27/18,596608,5292962,10/26/06,2006-10-26T00:37:14Z,1638,10,5,5,3,159,54,105197916,1/27/18 21:48,105198214,105307380,105307380,5,Person,2
3131,en,2018,1/27/18,45312707,645758374,2/5/15,2015-02-05T15:13:20Z,1681,144,129,47,36,5310,4229,822599259,1/27/18 10:06,822696488,823700620,825690385,1,Society and social science,3
3131,zh,2018,1/27/18,6018013,47833894,1/14/18,2018-01-14T13:19:40Z,618,3,3,2,1,763,763,48028101,1/27/18 10:44,48034140,48048959,48048959,1,Society and social science,3
3131,es,2018,1/27/18,8268312,104393809,12/22/17,2017-12-22T18:30:13Z,6362,17,16,4,3,769,774,105190498,1/27/18 16:27,105194227,105337315,105366589,1,Society and social science,3
3132,en,2018,1/27/18,56420785,822601426,1/27/18,2018-01-27T10:33:05Z,507,88,77,39,33,8284,11156,822601426,1/27/18 10:33,822698191,823730066,824848756,0,Other,5
3132,ar,2018,1/27/18,4194070,27057667,1/27/18,2018-01-27T11:44:48Z,1623,14,14,8,7,678,678,27057667,1/27/18 11:44,27063254,27198765,27198765,0,Other,5
3132,zh,2018,1/27/18,6036721,48049243,1/28/18,2018-01-28T14:53:16Z,77,35,34,8,7,5518,5604,48049243,1/28/18 14:53,48053122,48082884,48082884,0,Other,5
3132,es,2018,1/27/18,8328209,105188945,1/27/18,2018-01-27T14:51:29Z,2359,52,22,10,9,4370,-2171,105188945,1/27/18 14:51,105200461,105306052,105618838,0,Other,5
3135,en,2018,1/24/18,56398129,822190618,1/24/18,2018-01-24T22:47:40Z,2230,175,162,60,49,9263,10144,822190618,1/24/18 22:47,822194633,823336022,825803952,6,Science and nature,1
3135,zh,2018,1/24/18,6034666,48026980,1/27/18,2018-01-27T09:27:28Z,10440,26,26,14,13,3269,3269,48026980,1/27/18 9:27,48034976,48109802,48236437,6,Science and nature,1
3135,es,2018,1/24/18,8327638,105178332,1/27/18,2018-01-27T00:11:10Z,10693,13,13,5,4,463,463,105178332,1/27/18 0:11,105178794,105261794,105261794,6,Science and nature,1
3136,en,2018,1/24/18,55762330,809646982,11/10/17,2017-11-10T14:12:42Z,68,399,337,150,110,21611,21727,822033740,1/24/18 0:59,822199036,823226288,826575058,2,Person,4
3136,ar,2018,1/24/18,4191874,27026897,1/26/18,2018-01-26T06:52:31Z,762,16,15,8,7,1874,1671,27026897,1/26/18 6:52,27029696,27130216,27446728,2,Person,4
3136,zh,2018,1/24/18,6034815,48029099,1/27/18,2018-01-27T11:58:40Z,4205,20,19,3,2,21671,21671,48029099,1/27/18 11:58,48034408,48045096,48314879,2,Person,4
3136,es,2018,1/24/18,8344918,105428752,2/6/18,2018-02-06T23:16:18Z,4153,6,4,3,2,260,216,105428752,2/6/18 23:16,105428848,105525506,105525506,2,Person,4
3137,en,2018,1/24/18,55571473,806018335,10/19/17,2017-10-19T03:32:33Z,1725,255,201,129,87,24287,26228,822060202,1/24/18 4:32,822199091,823226620,827223242,2,None,4
3137,es,2018,1/24/18,8352179,105528725,2/11/18,2018-02-11T22:13:12Z,40172,7,5,4,2,-1834,-1828,105528725,2/11/18 22:13,105529125,105618870,105618870,2,None,4
3138,en,2018,1/23/18,164097,552440,1/2/03,2003-01-02T14:18:28Z,464,153,128,52,34,16473,16062,821900039,1/23/18 7:44,822016335,823066494,825209898,5,Person,2
3138,ar,2018,1/23/18,4173768,26947111,1/23/18,2018-01-23T13:57:50Z,3950,10,10,5,4,273,273,26947111,1/23/18 13:57,26954054,26954054,27155225,5,Person,2
3138,es,2018,1/23/18,2860084,29449901,9/4/09,2009-09-04T18:15:20Z,4596,24,22,10,9,1037,1044,105093803,1/23/18 9:27,105107552,105228974,105339644,5,Person,2
3140,en,2018,1/22/18,39842080,562595523,7/2/13,2013-07-02T20:28:19Z,2450,158,130,39,24,9007,8485,821835701,1/22/18 22:26,821847990,822902393,825123418,5,Person,2
3140,ar,2018,1/22/18,4173794,26947935,1/23/18,2018-01-23T14:21:57Z,3586,6,6,3,2,219,219,26947935,1/23/18 14:21,26949253,27024055,27155187,5,Person,2
3140,es,2018,1/22/18,8572689,109367422,7/18/18,2018-07-18T19:55:48Z,15593,0,0,0,0,0,0,0,0,0,0,0,5,Person,2
3141,en,2018,1/22/18,1830632,13138452,5/2/05,2005-05-02T17:34:20Z,970,64,54,44,36,4834,4628,821742035,1/22/18 10:21,821845521,822548612,824270404,5,Person,2
3141,ar,2018,1/22/18,3005088,17752601,12/17/15,2015-12-17T23:10:36Z,2622,6,6,5,4,164,164,26934630,1/22/18 22:09,26934779,27029505,27137752,5,Person,2
3141,zh,2018,1/22/18,1160800,11548484,11/4/09,2009-11-04T03:51:39Z,15680,5,5,4,3,-181,-181,47949157,1/22/18 12:50,47953532,48046062,48046062,5,Person,2
3141,es,2018,1/22/18,6954229,83783110,7/14/15,2015-07-14T16:52:30Z,1585,9,8,7,6,3730,3692,105077781,1/22/18 16:00,105084739,105167996,105167996,5,Person,2
3144,en,2018,1/20/18,56363099,821531412,1/21/18,2018-01-21T01:48:31Z,1561,138,105,57,41,10126,8036,821531412,1/21/18 1:48,821664925,822658102,824885645,0,Other,5
3144,es,2018,1/20/18,8320361,105077128,1/22/18,2018-01-22T15:32:43Z,6086,23,20,9,6,1963,1997,105077128,1/22/18 15:32,105085305,105213038,105250323,0,Other,5
3146,en,2018,1/20/18,2283408,19337645,7/21/05,2005-07-21T23:50:16Z,1004,49,29,29,17,1451,1131,821433243,1/20/18 12:50,821512801,822096941,823723057,5,Person,2
3146,es,2018,1/20/18,8466319,107375592,4/29/18,2018-04-29T18:59:30Z,1389,0,0,0,0,0,0,0,0,0,0,0,5,Person,2
3147,en,2018,1/20/18,857127,5005490,7/25/04,2004-07-25T20:43:36Z,425,94,87,30,24,3116,2818,821429614,1/20/18 12:13,821516313,822566515,824805172,5,Person,2
3147,ar,2018,1/20/18,4167010,26910735,1/21/18,2018-01-21T22:49:26Z,4844,7,7,3,2,70,70,26910735,1/21/18 22:49,26910880,26922715,27137730,5,Person,2
3147,zh,2018,1/20/18,6031109,47989586,1/25/18,2018-01-25T09:24:14Z,2470,9,9,3,2,1663,1663,47989586,1/25/18 9:24,47989960,47989960,48144178,5,Person,2
3147,es,2018,1/20/18,386336,3227694,5/18/06,2006-05-18T22:49:01Z,258,14,11,11,8,358,266,105035680,1/20/18 13:15,105036127,105140030,105294257,5,Person,2
3148,en,2018,1/20/18,56350318,821299505,1/19/18,2018-01-19T16:30:10Z,1548,1684,1577,218,175,114683,220208,821359220,1/20/18 0:03,821518502,822542441,826581907,-1,Society and social science,6
3148,ar,2018,1/20/18,4156766,26860616,1/20/18,2018-01-20T13:01:52Z,1912,236,229,19,13,155889,155919,26860616,1/20/18 13:01,26871719,27047968,27483910,-1,Society and social science,6
3148,zh,2018,1/20/18,6031391,47994209,1/25/18,2018-01-25T14:24:58Z,5809,11,11,2,1,4191,4191,47994209,1/25/18 14:24,47994209,48057347,48366268,-1,Society and social science,6
3148,es,2018,1/20/18,8318035,105042326,1/20/18,2018-01-20T19:19:12Z,5831,94,91,15,13,29137,29037,105042326,1/20/18 19:19,105044646,105126321,105586428,-1,Society and social science,6
3149,en,2018,1/19/18,39145216,550929338,4/18/13,2013-04-18T05:41:11Z,2613,289,153,163,60,816,-2564,821409420,1/20/18 8:42,821517078,822206895,825982791,5,Person,2
3149,es,2018,1/19/18,8319245,105060643,1/21/18,2018-01-21T18:27:32Z,9077,9,6,6,4,82,82,105060643,1/21/18 18:27,105060665,105115446,105115446,5,Person,2
3152,en,2018,1/18/18,730312,4193394,6/16/04,2004-06-16T14:20:58Z,226,82,50,31,24,3737,1684,821190716,1/18/18 23:09,821195301,821954197,825935848,5,Person,2
3152,es,2018,1/18/18,3226632,33139712,1/18/10,2010-01-18T21:03:30Z,316,11,9,9,7,173,738,105029071,1/20/18 0:50,105039909,105094381,105094381,5,Person,2
3153,en,2018,1/18/18,56338693,821108393,1/18/18,2018-01-18T12:39:32Z,647,104,89,47,38,7445,15408,821108393,1/18/18 12:39,821171386,822167184,823119829,0,Other,5
3153,ar,2018,1/18/18,4154238,26847657,1/20/18,2018-01-20T06:06:14Z,1440,13,13,5,4,919,919,26847657,1/20/18 6:06,26882411,27028003,27028003,0,Other,5
3153,es,2018,1/18/18,8357199,105594961,2/14/18,2018-02-14T23:21:00Z,5292,2,2,1,0,108,108,105594961,2/14/18 23:21,105594991,105594991,105594991,0,Other,5
3157,en,2018,1/16/18,2778716,24182336,9/27/05,2005-09-27T20:23:50Z,721,102,71,50,29,1026,764,820850550,1/16/18 23:55,820850550,821761798,823084577,5,Person,2
3157,ar,2018,1/16/18,2963599,17530801,11/20/15,2015-11-20T21:23:08Z,2446,7,7,4,3,126,126,26767657,1/17/18 7:06,26768095,26949057,26949057,5,Person,2
3157,zh,2018,1/16/18,1810197,19063206,1/28/12,2012-01-28T04:37:47Z,2293,7,7,2,1,5636,5636,47869028,1/17/18 2:04,47879220,47879220,47879220,5,Person,2
3157,es,2018,1/16/18,770985,7082231,2/18/07,2007-02-18T23:26:42Z,2388,8,7,7,6,294,254,104970302,1/17/18 12:48,104976882,105094493,105094493,5,Person,2
3158,en,2018,1/16/18,881310,6302623,8/6/04,2004-08-06T09:45:42Z,452,222,186,66,37,5984,5023,820714842,1/16/18 5:30,820846330,821887848,825024929,5,Person,2
3158,es,2018,1/16/18,5914562,68368990,7/15/13,2013-07-15T05:59:33Z,9297,9,4,6,3,-178,-114,104951264,1/16/18 16:36,104953193,104953193,104953193,5,Person,2
3160,en,2018,1/15/18,534957,2819944,3/18/04,2004-03-18T15:13:54Z,237,679,579,191,133,24811,25118,820602070,1/15/18 15:36,820675402,821733622,825708252,5,Person,2
3160,ar,2018,1/15/18,621190,3525199,6/27/09,2009-06-27T18:32:52Z,373,12,12,5,4,562,562,26744481,1/15/18 18:08,26744677,26834436,27391504,5,Person,2
3160,zh,2018,1/15/18,6019752,47856393,1/16/18,2018-01-16T04:48:16Z,578,28,27,7,6,23541,23562,47856393,1/16/18 4:48,47863560,47884440,47884440,5,Person,2
3160,es,2018,1/15/18,313247,2472066,3/3/06,2006-03-03T19:47:46Z,1852,144,104,65,36,10449,9580,104929122,1/15/18 17:13,104936618,105075024,105370032,5,Person,2
3162,en,2018,1/15/18,3158583,28304340,11/14/05,2005-11-14T15:15:15Z,1022,632,548,121,72,47750,39200,820547966,1/15/18 7:06,820677178,821664778,825594218,-1,Society and social science,6
3162,es,2018,1/15/18,8328425,105192504,1/27/18,2018-01-27T18:07:38Z,1723,2,2,1,0,1016,1016,105192504,1/27/18 18:07,105192623,105192623,105192623,-1,Society and social science,6
3163,en,2018,1/13/18,39750431,561108723,6/22/13,2013-06-22T20:22:02Z,3730,53,48,16,12,3903,3910,820455563,1/14/18 21:12,820487544,821110007,822603749,5,Person,2
3163,ar,2018,1/13/18,3195645,20112476,6/11/16,2016-06-11T11:27:45Z,2061,3,3,3,2,44,44,26734391,1/14/18 21:50,26734474,26735876,26735876,5,Person,2
3168,en,2018,1/10/18,6082692,65390581,7/23/06,2006-07-23T16:07:22Z,2267,38,25,22,14,2110,1758,819906882,1/11/18 23:29,819909004,820720934,820720934,5,Person,2
3168,ar,2018,1/10/18,5059752,31574360,11/17/18,2018-11-17T10:59:15Z,1559,0,0,0,0,0,0,0,0,0,0,0,5,Person,2
3170,en,2018,1/9/18,192466,728480,3/6/03,2003-03-06T11:52:12Z,111,84,59,30,20,8238,6682,819524242,1/9/18 21:05,819545106,820439374,823136598,5,Person,2
3170,ar,2018,1/9/18,2974617,17610252,11/29/15,2015-11-29T14:58:23Z,1265,11,11,5,4,85,85,26628633,1/10/18 7:31,26632578,26632578,26982344,5,Person,2
3170,zh,2018,1/9/18,324547,2225992,7/9/06,2006-07-09T04:17:53Z,915,4,4,3,2,91,91,47826989,1/14/18 2:59,47833766,47891234,47891234,5,Person,2
3170,es,2018,1/9/18,4766183,48292225,7/26/11,2011-07-26T14:57:13Z,2347,11,7,8,5,42,48,104805063,1/10/18 0:29,104811540,104904563,104904563,5,Person,2
3172,en,2018,1/8/18,750492,5447858,6/24/04,2004-06-24T17:01:06Z,691,35,30,17,12,2446,2447,819369784,1/9/18 0:23,819537298,820389616,820389616,5,Person,2
3172,ar,2018,1/8/18,3175074,19700190,5/22/16,2016-05-22T00:18:43Z,1356,8,8,5,4,143,143,26622301,1/9/18 12:06,26625154,26625154,27327349,5,Person,2
3172,zh,2018,1/8/18,451133,3073937,12/4/06,2006-12-04T15:29:50Z,728,4,4,4,3,217,217,47778836,1/10/18 9:46,47780696,47826903,47826903,5,Person,2
3172,es,2018,1/8/18,1044060,9900198,7/6/07,2007-07-06T20:42:46Z,1214,6,6,5,4,231,231,104795526,1/9/18 16:51,104800953,104864613,104864613,5,Person,2
